district,customer_since,age,is_married,address,salary,ed,employment_status,is_retired,gender,reside,service
3,38,30,Yes,6,22.000,2,3,No,M,2,E-Service
1,52,45,Yes,19,40.000,3,9,No,M,3,Complete Service
1,46,48,Yes,12,256.000,3,25,No,F,6,Complete Service
2,31,46,No,23,144.000,4,13,No,F,1,Advanced Service
2,23,31,No,10,45.000,4,0,No,F,2,E-Service
2,38,56,Yes,34,34.000,2,0,No,M,3,Advanced Service
2,50,54,No,15,248.000,3,28,No,M,1,Advanced Service
2,16,49,No,17,41.000,2,5,No,F,1,Complete Service
2,14,34,Yes,4,27.000,4,1,No,M,2,Complete Service
2,30,52,No,23,17.000,3,3,No,M,1,E-Service
3,22,47,Yes,0,44.000,4,11,No,M,3,Complete Service
1,38,55,Yes,12,135.000,2,24,No,F,4,Complete Service
3,59,26,Yes,3,41.000,4,1,No,M,3,E-Service
2,54,55,No,1,587.000,3,33,No,F,1,Advanced Service
3,9,40,No,13,38.000,4,7,No,M,1,Complete Service
1,67,67,Yes,38,49.000,2,10,No,M,2,E-Service
2,24,44,No,19,33.000,3,0,No,M,2,Fundamental Service
2,12,55,Yes,13,36.000,1,5,No,M,2,E-Service
1,26,47,No,13,54.000,3,0,No,F,1,E-Service
2,3,32,No,4,58.000,2,11,No,F,4,Complete Service
2,20,46,No,2,23.000,5,4,No,M,2,Complete Service
3,5,52,Yes,0,97.000,5,9,No,F,2,Complete Service
3,58,53,No,19,207.000,3,12,No,M,1,Complete Service
1,54,28,Yes,2,21.000,3,3,No,F,4,Fundamental Service
2,52,39,No,6,119.000,3,18,No,M,1,Fundamental Service
2,38,30,Yes,10,25.000,1,5,No,M,4,Fundamental Service
2,19,46,No,5,59.000,3,17,No,F,1,Fundamental Service
2,22,33,Yes,2,24.000,1,3,No,F,4,Fundamental Service
1,49,35,Yes,15,113.000,4,4,No,F,5,E-Service
3,5,39,No,0,22.000,1,0,No,M,2,Advanced Service
2,18,69,No,28,11.000,1,17,Yes,F,1,Fundamental Service
3,43,29,No,4,33.000,1,13,No,M,4,Advanced Service
3,17,50,No,2,205.000,5,19,No,F,1,Complete Service
2,37,33,No,4,41.000,3,8,No,M,3,E-Service
2,8,39,No,0,39.000,1,7,No,M,1,Fundamental Service
2,51,46,Yes,8,107.000,2,21,No,M,6,Advanced Service
1,71,55,Yes,11,198.000,1,31,No,M,3,Advanced Service
1,56,53,Yes,23,100.000,5,14,No,M,2,E-Service
3,70,68,No,21,1131.000,2,45,No,F,1,Advanced Service
1,62,53,No,14,360.000,3,26,No,M,2,Advanced Service
1,50,52,Yes,22,162.000,2,27,No,M,2,Complete Service
3,1,31,No,3,29.000,5,2,No,M,3,Fundamental Service
3,15,26,No,1,38.000,4,1,No,F,2,Complete Service
3,72,55,Yes,24,82.000,3,25,No,M,2,E-Service
2,69,47,Yes,10,159.000,2,24,No,F,4,Advanced Service
2,32,44,No,10,201.000,2,24,No,F,1,Advanced Service
1,19,25,Yes,6,27.000,4,0,No,M,2,Advanced Service
2,42,54,No,19,57.000,3,10,No,M,1,Complete Service
3,51,49,No,29,45.000,1,16,No,F,1,Fundamental Service
2,32,22,Yes,2,17.000,2,2,No,M,4,Advanced Service
3,26,55,Yes,13,61.000,1,26,No,F,2,Advanced Service
2,39,44,Yes,14,418.000,4,18,No,F,2,Complete Service
2,72,53,No,12,152.000,2,32,No,M,1,Complete Service
2,4,39,No,11,38.000,4,1,No,F,2,Complete Service
2,54,50,Yes,5,151.000,4,20,No,F,3,Advanced Service
1,34,40,Yes,21,23.000,4,9,No,M,3,Complete Service
1,20,25,Yes,4,33.000,4,0,No,M,3,Fundamental Service
3,14,49,No,4,26.000,1,8,No,F,1,Fundamental Service
1,61,59,No,26,89.000,1,40,Yes,M,1,Advanced Service
2,4,24,No,2,25.000,4,0,No,F,1,Fundamental Service
3,16,48,No,25,59.000,2,13,No,F,2,Advanced Service
1,13,41,No,9,55.000,2,12,No,M,3,Fundamental Service
2,53,37,Yes,18,25.000,3,6,No,M,2,E-Service
2,58,36,Yes,13,39.000,2,8,No,M,7,Complete Service
2,25,38,Yes,19,56.000,1,19,No,M,2,Advanced Service
1,71,61,Yes,19,155.000,3,30,No,F,2,Advanced Service
1,22,33,Yes,13,119.000,5,0,No,M,4,Complete Service
1,46,48,Yes,15,64.000,3,20,No,F,2,Advanced Service
3,66,50,Yes,2,333.000,5,24,No,F,2,E-Service
1,69,58,Yes,29,26.000,2,7,No,M,3,Complete Service
2,38,49,Yes,3,33.000,4,11,No,F,4,E-Service
3,16,35,No,7,46.000,3,3,No,F,1,Fundamental Service
3,44,39,Yes,8,41.000,2,8,No,F,4,Complete Service
1,50,50,No,24,31.000,1,8,No,F,1,Advanced Service
3,10,23,No,1,29.000,4,0,No,M,1,Complete Service
2,7,41,No,6,94.000,2,16,No,F,1,Complete Service
3,71,48,No,25,288.000,3,19,No,F,1,Fundamental Service
3,16,39,Yes,5,31.000,1,4,No,M,5,Fundamental Service
3,6,20,No,0,25.000,2,0,No,M,2,Advanced Service
2,46,55,No,24,269.000,2,35,No,F,1,Advanced Service
3,51,49,Yes,13,203.000,3,27,No,F,4,Advanced Service
3,5,34,No,12,22.000,2,2,No,F,2,Fundamental Service
2,49,54,Yes,23,25.000,2,1,No,M,4,Fundamental Service
3,49,51,Yes,14,222.000,5,16,No,F,2,E-Service
1,26,30,Yes,4,76.000,3,7,No,F,2,Fundamental Service
3,22,39,No,4,55.000,2,17,No,M,1,Complete Service
3,51,45,Yes,4,46.000,3,6,No,F,2,Complete Service
1,19,27,Yes,7,56.000,4,1,No,F,4,Complete Service
1,9,36,No,1,79.000,3,11,No,M,5,Advanced Service
3,15,25,Yes,0,51.000,3,2,No,M,2,Fundamental Service
2,57,63,No,19,61.000,1,27,No,F,1,Advanced Service
3,48,45,No,15,41.000,1,10,No,M,2,Fundamental Service
2,9,53,Yes,20,50.000,2,13,No,M,2,Fundamental Service
1,61,52,No,21,82.000,1,18,No,F,1,Advanced Service
3,72,53,No,34,108.000,1,23,No,F,1,Advanced Service
3,57,60,No,20,14.000,2,27,Yes,M,1,Advanced Service
2,57,51,No,10,46.000,1,13,No,F,1,E-Service
1,37,60,Yes,0,46.000,1,20,No,F,3,Advanced Service
3,45,51,No,13,146.000,4,16,No,F,2,Fundamental Service
3,45,39,Yes,15,36.000,1,11,No,M,5,Fundamental Service
2,55,44,No,24,83.000,1,23,No,M,1,Advanced Service
2,24,27,No,2,17.000,3,3,No,F,5,E-Service
3,1,20,No,1,18.000,3,0,No,F,1,Fundamental Service
2,34,23,Yes,3,24.000,1,7,No,M,4,Advanced Service
3,14,37,Yes,5,48.000,3,1,No,M,4,Fundamental Service
3,6,32,No,10,47.000,1,10,No,F,1,Advanced Service
3,24,30,No,0,25.000,4,5,No,F,2,Complete Service
2,3,26,Yes,6,59.000,4,0,No,M,3,Complete Service
1,4,30,No,1,45.000,4,6,No,F,3,Complete Service
1,72,40,Yes,19,163.000,4,15,No,F,2,E-Service
1,44,56,No,4,63.000,2,6,No,M,1,Advanced Service
1,50,43,No,6,27.000,3,4,No,F,1,Advanced Service
2,61,50,Yes,16,190.000,2,22,No,M,2,E-Service
1,34,52,Yes,2,106.000,2,19,No,F,2,Advanced Service
3,26,54,Yes,30,26.000,3,1,No,M,2,Complete Service
1,15,46,Yes,17,63.000,5,1,No,F,2,Complete Service
3,10,39,No,0,27.000,3,0,No,M,3,Fundamental Service
1,7,34,No,2,22.000,5,5,No,M,1,Fundamental Service
3,67,59,No,40,944.000,5,33,No,M,1,Complete Service
3,70,49,No,18,87.000,2,22,No,M,1,Advanced Service
3,50,36,Yes,7,39.000,3,3,No,M,3,E-Service
